Source Target Weight Type
18 160 1.25543735346197 undirected
21 35 1.25543735346197 undirected
22 158 1.25543735346197 undirected
30 95 1.25543735346197 undirected
30 112 1.25543735346197 undirected
35 93 1.25543735346197 undirected
38 69 1.25543735346197 undirected
38 152 1.25543735346197 undirected
39 76 1.25543735346197 undirected
39 139 1.25543735346197 undirected
49 153 1.25543735346197 undirected
50 153 1.25543735346197 undirected
52 139 1.25543735346197 undirected
54 84 1.25543735346197 undirected
56 64 1.25543735346197 undirected
58 76 1.25543735346197 undirected
61 65 1.25543735346197 undirected
61 112 1.25543735346197 undirected
68 140 1.25543735346197 undirected
71 160 1.25543735346197 undirected
72 152 1.25543735346197 undirected
73 93 1.25543735346197 undirected
76 119 1.25543735346197 undirected
84 158 1.25543735346197 undirected
93 158 1.25543735346197 undirected
95 140 1.25543735346197 undirected
123 145 1.25543735346197 undirected
131 152 1.25543735346197 undirected
4 141 1.1690481051547 undirected
6 158 1.1690481051547 undirected
6 159 1.1690481051547 undirected
9 95 1.1690481051547 undirected
10 35 1.1690481051547 undirected
10 153 1.1690481051547 undirected
13 50 1.1690481051547 undirected
15 39 1.1690481051547 undirected
15 95 1.1690481051547 undirected
16 43 1.1690481051547 undirected
18 93 1.1690481051547 undirected
25 47 1.1690481051547 undirected
25 61 1.1690481051547 undirected
30 33 1.1690481051547 undirected
30 118 1.1690481051547 undirected
31 93 1.1690481051547 undirected
32 47 1.1690481051547 undirected
33 54 1.1690481051547 undirected
33 140 1.1690481051547 undirected
35 127 1.1690481051547 undirected
38 72 1.1690481051547 undirected
42 111 1.1690481051547 undirected
47 135 1.1690481051547 undirected
53 97 1.1690481051547 undirected
54 140 1.1690481051547 undirected
54 155 1.1690481051547 undirected
56 83 1.1690481051547 undirected
56 139 1.1690481051547 undirected
61 73 1.1690481051547 undirected
61 83 1.1690481051547 undirected
61 153 1.1690481051547 undirected
65 75 1.1690481051547 undirected
65 95 1.1690481051547 undirected
73 76 1.1690481051547 undirected
74 129 1.1690481051547 undirected
75 107 1.1690481051547 undirected
75 122 1.1690481051547 undirected
76 118 1.1690481051547 undirected
95 136 1.1690481051547 undirected
107 136 1.1690481051547 undirected
118 160 1.1690481051547 undirected
129 145 1.1690481051547 undirected
155 161 1.1690481051547 undirected
169 171 1.1690481051547 undirected
6 22 1.08392021690038 undirected
6 48 1.08392021690038 undirected
6 58 1.08392021690038 undirected
6 93 1.08392021690038 undirected
9 43 1.08392021690038 undirected
13 35 1.08392021690038 undirected
13 73 1.08392021690038 undirected
15 103 1.08392021690038 undirected
16 65 1.08392021690038 undirected
21 160 1.08392021690038 undirected
23 142 1.08392021690038 undirected
31 47 1.08392021690038 undirected
33 122 1.08392021690038 undirected
35 49 1.08392021690038 undirected
35 58 1.08392021690038 undirected
39 73 1.08392021690038 undirected
39 153 1.08392021690038 undirected
39 158 1.08392021690038 undirected
40 112 1.08392021690038 undirected
40 122 1.08392021690038 undirected
43 95 1.08392021690038 undirected
47 84 1.08392021690038 undirected
47 136 1.08392021690038 undirected
57 139 1.08392021690038 undirected
61 75 1.08392021690038 undirected
64 153 1.08392021690038 undirected
73 74 1.08392021690038 undirected
73 152 1.08392021690038 undirected
74 118 1.08392021690038 undirected
76 107 1.08392021690038 undirected
79 160 1.08392021690038 undirected
80 148 1.08392021690038 undirected
81 110 1.08392021690038 undirected
91 146 1.08392021690038 undirected
93 139 1.08392021690038 undirected
93 140 1.08392021690038 undirected
93 153 1.08392021690038 undirected
97 101 1.08392021690038 undirected
101 154 1.08392021690038 undirected
103 112 1.08392021690038 undirected
112 120 1.08392021690038 undirected
112 140 1.08392021690038 undirected
114 118 1.08392021690038 undirected
118 119 1.08392021690038 undirected
121 140 1.08392021690038 undirected
126 170 1.08392021690038 undirected
137 156 1.08392021690038 undirected
152 153 1.08392021690038 undirected
152 159 1.08392021690038 undirected
153 162 1.08392021690038 undirected
3 5 1 undirected
6 100 1 undirected
7 160 1 undirected
16 73 1 undirected
16 83 1 undirected
16 89 1 undirected
16 153 1 undirected
21 22 1 undirected
22 84 1 undirected
23 138 1 undirected
25 30 1 undirected
25 86 1 undirected
25 139 1 undirected
25 158 1 undirected
28 105 1 undirected
31 39 1 undirected
35 72 1 undirected
35 92 1 undirected
38 139 1 undirected
40 118 1 undirected
43 118 1 undirected
47 86 1 undirected
49 112 1 undirected
49 152 1 undirected
49 167 1 undirected
52 79 1 undirected
54 158 1 undirected
59 149 1 undirected
61 156 1 undirected
71 152 1 undirected
74 107 1 undirected
75 114 1 undirected
76 140 1 undirected
78 80 1 undirected
89 120 1 undirected
97 155 1 undirected
103 120 1 undirected
110 139 1 undirected
111 118 1 undirected
114 152 1 undirected
119 136 1 undirected
122 133 1 undirected
129 146 1 undirected
140 158 1 undirected
142 148 1 undirected
147 149 1 undirected
149 152 1 undirected
163 171 1 undirected
167 168 1 undirected
1 20 0.917237469701781 undirected
6 84 0.917237469701781 undirected
6 149 0.917237469701781 undirected
7 114 0.917237469701781 undirected
9 153 0.917237469701781 undirected
10 75 0.917237469701781 undirected
10 114 0.917237469701781 undirected
12 35 0.917237469701781 undirected
12 40 0.917237469701781 undirected
12 83 0.917237469701781 undirected
12 90 0.917237469701781 undirected
13 92 0.917237469701781 undirected
13 125 0.917237469701781 undirected
13 153 0.917237469701781 undirected
15 140 0.917237469701781 undirected
15 160 0.917237469701781 undirected
17 109 0.917237469701781 undirected
21 153 0.917237469701781 undirected
22 72 0.917237469701781 undirected
22 139 0.917237469701781 undirected
22 160 0.917237469701781 undirected
30 31 0.917237469701781 undirected
30 58 0.917237469701781 undirected
30 137 0.917237469701781 undirected
31 33 0.917237469701781 undirected
34 129 0.917237469701781 undirected
35 65 0.917237469701781 undirected
35 81 0.917237469701781 undirected
35 95 0.917237469701781 undirected
38 112 0.917237469701781 undirected
43 119 0.917237469701781 undirected
49 76 0.917237469701781 undirected
49 139 0.917237469701781 undirected
49 156 0.917237469701781 undirected
49 160 0.917237469701781 undirected
50 170 0.917237469701781 undirected
54 112 0.917237469701781 undirected
56 108 0.917237469701781 undirected
58 155 0.917237469701781 undirected
59 89 0.917237469701781 undirected
59 159 0.917237469701781 undirected
63 123 0.917237469701781 undirected
65 139 0.917237469701781 undirected
65 158 0.917237469701781 undirected
66 152 0.917237469701781 undirected
75 90 0.917237469701781 undirected
76 84 0.917237469701781 undirected
76 108 0.917237469701781 undirected
81 140 0.917237469701781 undirected
82 169 0.917237469701781 undirected
83 108 0.917237469701781 undirected
89 152 0.917237469701781 undirected
93 110 0.917237469701781 undirected
112 139 0.917237469701781 undirected
112 158 0.917237469701781 undirected
115 118 0.917237469701781 undirected
115 120 0.917237469701781 undirected
119 125 0.917237469701781 undirected
122 160 0.917237469701781 undirected
135 149 0.917237469701781 undirected
138 148 0.917237469701781 undirected
6 30 0.835585997031024 undirected
7 56 0.835585997031024 undirected
9 13 0.835585997031024 undirected
9 15 0.835585997031024 undirected
12 95 0.835585997031024 undirected
16 35 0.835585997031024 undirected
16 61 0.835585997031024 undirected
16 86 0.835585997031024 undirected
16 160 0.835585997031024 undirected
18 21 0.835585997031024 undirected
18 64 0.835585997031024 undirected
18 95 0.835585997031024 undirected
27 99 0.835585997031024 undirected
30 40 0.835585997031024 undirected
35 73 0.835585997031024 undirected
35 85 0.835585997031024 undirected
40 73 0.835585997031024 undirected
40 140 0.835585997031024 undirected
47 140 0.835585997031024 undirected
49 64 0.835585997031024 undirected
49 108 0.835585997031024 undirected
49 137 0.835585997031024 undirected
53 155 0.835585997031024 undirected
56 61 0.835585997031024 undirected
56 120 0.835585997031024 undirected
56 140 0.835585997031024 undirected
58 84 0.835585997031024 undirected
58 112 0.835585997031024 undirected
59 152 0.835585997031024 undirected
63 167 0.835585997031024 undirected
64 121 0.835585997031024 undirected
65 79 0.835585997031024 undirected
65 162 0.835585997031024 undirected
65 171 0.835585997031024 undirected
73 118 0.835585997031024 undirected
75 168 0.835585997031024 undirected
76 103 0.835585997031024 undirected
76 158 0.835585997031024 undirected
81 84 0.835585997031024 undirected
83 154 0.835585997031024 undirected
89 153 0.835585997031024 undirected
89 159 0.835585997031024 undirected
95 114 0.835585997031024 undirected
106 145 0.835585997031024 undirected
122 152 0.835585997031024 undirected
127 158 0.835585997031024 undirected
131 153 0.835585997031024 undirected
140 160 0.835585997031024 undirected
148 150 0.835585997031024 undirected
151 167 0.835585997031024 undirected
158 160 0.835585997031024 undirected
158 161 0.835585997031024 undirected
167 171 0.835585997031024 undirected
3 35 0.755002001601602 undirected
3 38 0.755002001601602 undirected
3 72 0.755002001601602 undirected
7 49 0.755002001601602 undirected
9 16 0.755002001601602 undirected
9 47 0.755002001601602 undirected
10 18 0.755002001601602 undirected
10 95 0.755002001601602 undirected
12 127 0.755002001601602 undirected
12 140 0.755002001601602 undirected
12 160 0.755002001601602 undirected
13 160 0.755002001601602 undirected
14 30 0.755002001601602 undirected
15 61 0.755002001601602 undirected
15 118 0.755002001601602 undirected
15 139 0.755002001601602 undirected
16 64 0.755002001601602 undirected
21 158 0.755002001601602 undirected
21 159 0.755002001601602 undirected
23 84 0.755002001601602 undirected
27 40 0.755002001601602 undirected
30 119 0.755002001601602 undirected
30 149 0.755002001601602 undirected
31 135 0.755002001601602 undirected
31 139 0.755002001601602 undirected
33 57 0.755002001601602 undirected
35 39 0.755002001601602 undirected
35 68 0.755002001601602 undirected
35 79 0.755002001601602 undirected
39 54 0.755002001601602 undirected
39 86 0.755002001601602 undirected
40 95 0.755002001601602 undirected
43 129 0.755002001601602 undirected
43 136 0.755002001601602 undirected
47 65 0.755002001601602 undirected
49 83 0.755002001601602 undirected
56 114 0.755002001601602 undirected
58 73 0.755002001601602 undirected
61 79 0.755002001601602 undirected
61 84 0.755002001601602 undirected
64 120 0.755002001601602 undirected
64 140 0.755002001601602 undirected
65 140 0.755002001601602 undirected
65 160 0.755002001601602 undirected
74 135 0.755002001601602 undirected
76 137 0.755002001601602 undirected
76 152 0.755002001601602 undirected
79 139 0.755002001601602 undirected
82 167 0.755002001601602 undirected
92 93 0.755002001601602 undirected
103 152 0.755002001601602 undirected
104 129 0.755002001601602 undirected
111 137 0.755002001601602 undirected
112 156 0.755002001601602 undirected
112 161 0.755002001601602 undirected
116 147 0.755002001601602 undirected
118 168 0.755002001601602 undirected
119 139 0.755002001601602 undirected
122 153 0.755002001601602 undirected
129 130 0.755002001601602 undirected
130 149 0.755002001601602 undirected
134 160 0.755002001601602 undirected
135 152 0.755002001601602 undirected
137 140 0.755002001601602 undirected
152 156 0.755002001601602 undirected
153 171 0.755002001601602 undirected
167 170 0.755002001601602 undirected
1 34 0.675444679663241 undirected
3 152 0.675444679663241 undirected
6 61 0.675444679663241 undirected
6 66 0.675444679663241 undirected
6 72 0.675444679663241 undirected
7 120 0.675444679663241 undirected
9 12 0.675444679663241 undirected
9 75 0.675444679663241 undirected
10 140 0.675444679663241 undirected
12 49 0.675444679663241 undirected
12 167 0.675444679663241 undirected
13 68 0.675444679663241 undirected
14 31 0.675444679663241 undirected
15 18 0.675444679663241 undirected
15 31 0.675444679663241 undirected
15 49 0.675444679663241 undirected
15 79 0.675444679663241 undirected
16 139 0.675444679663241 undirected
16 158 0.675444679663241 undirected
18 65 0.675444679663241 undirected
18 152 0.675444679663241 undirected
20 126 0.675444679663241 undirected
22 133 0.675444679663241 undirected
25 54 0.675444679663241 undirected
25 140 0.675444679663241 undirected
30 72 0.675444679663241 undirected
30 73 0.675444679663241 undirected
30 156 0.675444679663241 undirected
31 59 0.675444679663241 undirected
31 122 0.675444679663241 undirected
32 33 0.675444679663241 undirected
33 35 0.675444679663241 undirected
35 76 0.675444679663241 undirected
38 160 0.675444679663241 undirected
40 76 0.675444679663241 undirected
42 73 0.675444679663241 undirected
43 90 0.675444679663241 undirected
43 170 0.675444679663241 undirected
46 161 0.675444679663241 undirected
48 59 0.675444679663241 undirected
49 114 0.675444679663241 undirected
49 121 0.675444679663241 undirected
50 167 0.675444679663241 undirected
50 168 0.675444679663241 undirected
54 86 0.675444679663241 undirected
54 135 0.675444679663241 undirected
60 141 0.675444679663241 undirected
63 109 0.675444679663241 undirected
63 129 0.675444679663241 undirected
65 152 0.675444679663241 undirected
65 168 0.675444679663241 undirected
67 147 0.675444679663241 undirected
69 129 0.675444679663241 undirected
71 134 0.675444679663241 undirected
72 127 0.675444679663241 undirected
72 160 0.675444679663241 undirected
73 127 0.675444679663241 undirected
73 158 0.675444679663241 undirected
75 129 0.675444679663241 undirected
76 111 0.675444679663241 undirected
77 95 0.675444679663241 undirected
82 170 0.675444679663241 undirected
84 121 0.675444679663241 undirected
105 147 0.675444679663241 undirected
110 160 0.675444679663241 undirected
112 137 0.675444679663241 undirected
112 149 0.675444679663241 undirected
114 119 0.675444679663241 undirected
121 152 0.675444679663241 undirected
127 139 0.675444679663241 undirected
127 160 0.675444679663241 undirected
127 161 0.675444679663241 undirected
140 156 0.675444679663241 undirected
153 158 0.675444679663241 undirected
3 6 0.596875762567151 undirected
6 94 0.596875762567151 undirected
6 122 0.596875762567151 undirected
9 135 0.596875762567151 undirected
10 39 0.596875762567151 undirected
12 25 0.596875762567151 undirected
12 111 0.596875762567151 undirected
13 43 0.596875762567151 undirected
15 170 0.596875762567151 undirected
16 152 0.596875762567151 undirected
18 86 0.596875762567151 undirected
18 158 0.596875762567151 undirected
21 89 0.596875762567151 undirected
23 112 0.596875762567151 undirected
25 152 0.596875762567151 undirected
30 57 0.596875762567151 undirected
30 114 0.596875762567151 undirected
31 140 0.596875762567151 undirected
33 39 0.596875762567151 undirected
33 95 0.596875762567151 undirected
35 57 0.596875762567151 undirected
35 84 0.596875762567151 undirected
38 52 0.596875762567151 undirected
38 71 0.596875762567151 undirected
39 56 0.596875762567151 undirected
39 156 0.596875762567151 undirected
40 152 0.596875762567151 undirected
42 74 0.596875762567151 undirected
43 168 0.596875762567151 undirected
47 122 0.596875762567151 undirected
50 73 0.596875762567151 undirected
50 160 0.596875762567151 undirected
51 147 0.596875762567151 undirected
54 121 0.596875762567151 undirected
56 112 0.596875762567151 undirected
57 72 0.596875762567151 undirected
58 139 0.596875762567151 undirected
59 135 0.596875762567151 undirected
61 64 0.596875762567151 undirected
61 137 0.596875762567151 undirected
65 76 0.596875762567151 undirected
65 127 0.596875762567151 undirected
68 73 0.596875762567151 undirected
72 84 0.596875762567151 undirected
72 112 0.596875762567151 undirected
73 84 0.596875762567151 undirected
73 114 0.596875762567151 undirected
73 119 0.596875762567151 undirected
73 136 0.596875762567151 undirected
74 90 0.596875762567151 undirected
74 143 0.596875762567151 undirected
74 160 0.596875762567151 undirected
76 93 0.596875762567151 undirected
76 105 0.596875762567151 undirected
79 153 0.596875762567151 undirected
81 100 0.596875762567151 undirected
81 139 0.596875762567151 undirected
84 139 0.596875762567151 undirected
86 108 0.596875762567151 undirected
89 162 0.596875762567151 undirected
95 160 0.596875762567151 undirected
97 134 0.596875762567151 undirected
101 140 0.596875762567151 undirected
101 158 0.596875762567151 undirected
105 118 0.596875762567151 undirected
107 118 0.596875762567151 undirected
115 139 0.596875762567151 undirected
118 167 0.596875762567151 undirected
120 166 0.596875762567151 undirected
121 155 0.596875762567151 undirected
135 137 0.596875762567151 undirected
137 139 0.596875762567151 undirected
149 156 0.596875762567151 undirected
163 170 0.596875762567151 undirected
1 51 0.51925930159214 undirected
6 139 0.51925930159214 undirected
7 38 0.51925930159214 undirected
7 72 0.51925930159214 undirected
7 89 0.51925930159214 undirected
7 153 0.51925930159214 undirected
7 156 0.51925930159214 undirected
8 107 0.51925930159214 undirected
10 61 0.51925930159214 undirected
10 160 0.51925930159214 undirected
12 65 0.51925930159214 undirected
12 168 0.51925930159214 undirected
13 64 0.51925930159214 undirected
14 65 0.51925930159214 undirected
16 120 0.51925930159214 undirected
16 159 0.51925930159214 undirected
22 59 0.51925930159214 undirected
22 93 0.51925930159214 undirected
22 114 0.51925930159214 undirected
23 47 0.51925930159214 undirected
23 135 0.51925930159214 undirected
25 73 0.51925930159214 undirected
25 160 0.51925930159214 undirected
28 144 0.51925930159214 undirected
30 86 0.51925930159214 undirected
30 135 0.51925930159214 undirected
32 92 0.51925930159214 undirected
33 73 0.51925930159214 undirected
33 153 0.51925930159214 undirected
35 53 0.51925930159214 undirected
35 56 0.51925930159214 undirected
35 83 0.51925930159214 undirected
35 155 0.51925930159214 undirected
38 120 0.51925930159214 undirected
39 79 0.51925930159214 undirected
39 95 0.51925930159214 undirected
39 149 0.51925930159214 undirected
43 117 0.51925930159214 undirected
43 153 0.51925930159214 undirected
48 149 0.51925930159214 undirected
49 162 0.51925930159214 undirected
50 171 0.51925930159214 undirected
57 114 0.51925930159214 undirected
58 134 0.51925930159214 undirected
61 155 0.51925930159214 undirected
67 75 0.51925930159214 undirected
67 169 0.51925930159214 undirected
68 95 0.51925930159214 undirected
68 112 0.51925930159214 undirected
72 89 0.51925930159214 undirected
73 92 0.51925930159214 undirected
73 140 0.51925930159214 undirected
76 160 0.51925930159214 undirected
77 81 0.51925930159214 undirected
79 152 0.51925930159214 undirected
82 90 0.51925930159214 undirected
83 86 0.51925930159214 undirected
84 119 0.51925930159214 undirected
86 140 0.51925930159214 undirected
87 141 0.51925930159214 undirected
92 139 0.51925930159214 undirected
92 153 0.51925930159214 undirected
92 160 0.51925930159214 undirected
93 95 0.51925930159214 undirected
98 147 0.51925930159214 undirected
99 147 0.51925930159214 undirected
102 114 0.51925930159214 undirected
103 118 0.51925930159214 undirected
103 135 0.51925930159214 undirected
103 139 0.51925930159214 undirected
106 129 0.51925930159214 undirected
112 133 0.51925930159214 undirected
113 116 0.51925930159214 undirected
114 122 0.51925930159214 undirected
116 130 0.51925930159214 undirected
118 143 0.51925930159214 undirected
134 152 0.51925930159214 undirected
137 152 0.51925930159214 undirected
154 155 0.51925930159214 undirected
162 171 0.51925930159214 undirected
6 81 0.442561475698 undirected
6 112 0.442561475698 undirected
9 76 0.442561475698 undirected
10 15 0.442561475698 undirected
12 30 0.442561475698 undirected
12 47 0.442561475698 undirected
12 56 0.442561475698 undirected
12 153 0.442561475698 undirected
14 73 0.442561475698 undirected
15 56 0.442561475698 undirected
15 76 0.442561475698 undirected
16 18 0.442561475698 undirected
16 75 0.442561475698 undirected
16 79 0.442561475698 undirected
16 119 0.442561475698 undirected
22 38 0.442561475698 undirected
23 149 0.442561475698 undirected
25 39 0.442561475698 undirected
25 122 0.442561475698 undirected
26 65 0.442561475698 undirected
30 39 0.442561475698 undirected
31 35 0.442561475698 undirected
