Source Target Weight Type
31 92 0.442561475698 undirected
31 159 0.442561475698 undirected
32 93 0.442561475698 undirected
34 163 0.442561475698 undirected
35 75 0.442561475698 undirected
35 77 0.442561475698 undirected
35 102 0.442561475698 undirected
35 112 0.442561475698 undirected
35 121 0.442561475698 undirected
35 134 0.442561475698 undirected
37 100 0.442561475698 undirected
39 160 0.442561475698 undirected
42 122 0.442561475698 undirected
43 67 0.442561475698 undirected
43 74 0.442561475698 undirected
43 77 0.442561475698 undirected
47 75 0.442561475698 undirected
47 95 0.442561475698 undirected
49 73 0.442561475698 undirected
49 127 0.442561475698 undirected
49 130 0.442561475698 undirected
51 74 0.442561475698 undirected
52 160 0.442561475698 undirected
54 68 0.442561475698 undirected
54 93 0.442561475698 undirected
58 153 0.442561475698 undirected
58 160 0.442561475698 undirected
59 73 0.442561475698 undirected
59 160 0.442561475698 undirected
60 145 0.442561475698 undirected
61 122 0.442561475698 undirected
63 90 0.442561475698 undirected
68 153 0.442561475698 undirected
73 133 0.442561475698 undirected
73 137 0.442561475698 undirected
74 125 0.442561475698 undirected
74 139 0.442561475698 undirected
75 111 0.442561475698 undirected
77 140 0.442561475698 undirected
81 89 0.442561475698 undirected
82 171 0.442561475698 undirected
84 135 0.442561475698 undirected
84 156 0.442561475698 undirected
85 162 0.442561475698 undirected
92 134 0.442561475698 undirected
93 160 0.442561475698 undirected
96 147 0.442561475698 undirected
103 149 0.442561475698 undirected
110 122 0.442561475698 undirected
112 160 0.442561475698 undirected
114 131 0.442561475698 undirected
114 140 0.442561475698 undirected
116 148 0.442561475698 undirected
117 129 0.442561475698 undirected
117 168 0.442561475698 undirected
118 122 0.442561475698 undirected
133 135 0.442561475698 undirected
134 140 0.442561475698 undirected
138 144 0.442561475698 undirected
139 149 0.442561475698 undirected
140 149 0.442561475698 undirected
141 147 0.442561475698 undirected
162 170 0.442561475698 undirected
6 47 0.3667504192892 undirected
6 135 0.3667504192892 undirected
6 140 0.3667504192892 undirected
6 155 0.3667504192892 undirected
6 160 0.3667504192892 undirected
7 131 0.3667504192892 undirected
9 31 0.3667504192892 undirected
9 39 0.3667504192892 undirected
13 15 0.3667504192892 undirected
13 75 0.3667504192892 undirected
14 64 0.3667504192892 undirected
15 112 0.3667504192892 undirected
16 156 0.3667504192892 undirected
22 112 0.3667504192892 undirected
23 78 0.3667504192892 undirected
23 143 0.3667504192892 undirected
25 38 0.3667504192892 undirected
25 72 0.3667504192892 undirected
25 76 0.3667504192892 undirected
25 153 0.3667504192892 undirected
25 155 0.3667504192892 undirected
27 95 0.3667504192892 undirected
27 119 0.3667504192892 undirected
30 160 0.3667504192892 undirected
31 79 0.3667504192892 undirected
31 114 0.3667504192892 undirected
32 100 0.3667504192892 undirected
34 90 0.3667504192892 undirected
35 47 0.3667504192892 undirected
35 100 0.3667504192892 undirected
36 37 0.3667504192892 undirected
38 89 0.3667504192892 undirected
39 64 0.3667504192892 undirected
40 61 0.3667504192892 undirected
40 111 0.3667504192892 undirected
40 113 0.3667504192892 undirected
45 118 0.3667504192892 undirected
46 158 0.3667504192892 undirected
