1.00000000e+000	2.00000000e+000	1.23693169e+001
1.00000000e+000	3.00000000e+000	1.35646600e+001
1.00000000e+000	4.00000000e+000	7.41619849e+000
1.00000000e+000	5.00000000e+000	1.10000000e+001
1.00000000e+000	6.00000000e+000	1.30384048e+001
1.00000000e+000	7.00000000e+000	4.79583152e+000
1.00000000e+000	8.00000000e+000	1.00498756e+001
1.00000000e+000	9.00000000e+000	1.33041347e+001
1.00000000e+000	1.00000000e+001	1.10000000e+001
1.00000000e+000	1.10000000e+001	9.79795897e+000
1.00000000e+000	1.20000000e+001	8.71779789e+000
1.00000000e+000	1.30000000e+001	1.13137085e+001
1.00000000e+000	1.40000000e+001	8.30662386e+000
1.00000000e+000	1.50000000e+001	1.19582607e+001
1.00000000e+000	1.60000000e+001	1.18743421e+001
1.00000000e+000	1.70000000e+001	1.20415946e+001
1.00000000e+000	1.80000000e+001	1.24096736e+001
1.00000000e+000	1.90000000e+001	1.18321596e+001
1.00000000e+000	2.00000000e+001	1.15325626e+001
1.00000000e+000	2.10000000e+001	1.40712473e+001
1.00000000e+000	2.20000000e+001	1.20830460e+001
1.00000000e+000	2.30000000e+001	1.30000000e+001
1.00000000e+000	2.40000000e+001	1.37840488e+001
1.00000000e+000	2.50000000e+001	1.40000000e+001
1.00000000e+000	2.60000000e+001	8.60232527e+000
1.00000000e+000	2.70000000e+001	1.28062485e+001
1.00000000e+000	2.80000000e+001	1.12694277e+001
1.00000000e+000	2.90000000e+001	1.33790882e+001
1.00000000e+000	3.00000000e+001	1.18321596e+001
1.00000000e+000	3.10000000e+001	1.17898261e+001
1.00000000e+000	3.20000000e+001	9.53939201e+000
1.00000000e+000	3.30000000e+001	9.27361850e+000
1.00000000e+000	3.40000000e+001	8.36660027e+000
1.00000000e+000	3.50000000e+001	1.19163753e+001
1.00000000e+000	3.60000000e+001	1.46287388e+001
1.00000000e+000	3.70000000e+001	1.22474487e+001
1.00000000e+000	3.80000000e+001	1.10000000e+001
1.00000000e+000	3.90000000e+001	1.11803399e+001
1.00000000e+000	4.00000000e+001	8.94427191e+000
1.00000000e+000	4.10000000e+001	1.12694277e+001
1.00000000e+000	4.20000000e+001	1.42828569e+001
1.00000000e+000	4.30000000e+001	1.31148770e+001
1.00000000e+000	4.40000000e+001	9.38083152e+000
1.00000000e+000	4.50000000e+001	1.15758369e+001
1.00000000e+000	4.60000000e+001	1.46628783e+001
1.00000000e+000	4.70000000e+001	1.24498996e+001
1.00000000e+000	4.80000000e+001	1.24498996e+001
1.00000000e+000	4.90000000e+001	9.74679434e+000
1.00000000e+000	5.00000000e+001	1.10905365e+001
1.00000000e+000	5.10000000e+001	1.32664992e+001
1.00000000e+000	5.20000000e+001	8.18535277e+000
1.00000000e+000	5.30000000e+001	1.32664992e+001
1.00000000e+000	5.40000000e+001	1.10905365e+001
1.00000000e+000	5.50000000e+001	1.19582607e+001
1.00000000e+000	5.60000000e+001	1.41067360e+001
1.00000000e+000	5.70000000e+001	1.26885775e+001
1.00000000e+000	5.80000000e+001	9.84885780e+000
1.00000000e+000	5.90000000e+001	9.21954446e+000
1.00000000e+000	6.00000000e+001	1.02469508e+001
1.00000000e+000	6.10000000e+001	1.09544512e+001
1.00000000e+000	6.20000000e+001	1.25299641e+001
1.00000000e+000	6.30000000e+001	1.12249722e+001
1.00000000e+000	6.40000000e+001	9.69535971e+000
1.00000000e+000	6.50000000e+001	1.23288280e+001
1.00000000e+000	6.60000000e+001	1.16189500e+001
1.00000000e+000	6.70000000e+001	1.31909060e+001
1.00000000e+000	6.80000000e+001	6.92820323e+000
1.00000000e+000	6.90000000e+001	1.44222051e+001
1.00000000e+000	7.00000000e+001	1.21243557e+001
1.00000000e+000	7.10000000e+001	1.09087121e+001
1.00000000e+000	7.20000000e+001	9.27361850e+000
1.00000000e+000	7.30000000e+001	1.53622915e+001
1.00000000e+000	7.40000000e+001	1.06301458e+001
1.00000000e+000	7.50000000e+001	1.53622915e+001
