"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","Comp.17","Comp.18","Comp.19","Comp.20","Comp.21","Comp.22","Comp.23","Comp.24","Comp.25"
"q11",0.257768997717355,-0.104942159644753,-0.0100208604781259,-0.211212091320417,-0.0656436805747013,0.0165414405191401,-0.150734069323704,0.0518703845816866,0.163552593494558,-0.100815561259998,-0.190231197739517,-0.105147499263498,0.114270800018036,0.0843615787092688,-0.145504466402957,0.236757986146451,-0.18006645004264,-0.276049695721068,-0.24844287066939,-0.404890151120063,-0.00774683111446725,0.53226178576468,-0.220225188434686,-0.0114009249894958,0.000776088994250683
"q12",0.0197859012796054,-0.387580857471798,-0.307044020210267,0.561580001997611,-0.226402210911002,0.380585933528407,0.184316938252395,0.186886044885234,-0.0144588695100478,0.157829429525885,-0.115773380189003,0.172500279872894,0.25710876327489,-0.0772878531409397,0.00100810901134656,0.0771258492022298,-0.111197395280453,-0.10953144541226,0.0349209067075756,-0.0177032590583178,0.00555700040372451,0.00311493306776895,0.045653864104121,0.0182341901291855,0.0089307377497535
"q13",0.226566887618792,0.0657775717445925,-0.170538195576798,-0.0500473420351923,-0.697871694646855,-0.106540341894995,-0.49185813551916,-0.0236357199357739,-0.107882411084501,-0.0585041385450215,-0.088821808523508,0.0400396254733449,-0.0345827430007485,-0.232613126795295,0.0305658446485883,-0.224749715066564,0.120159550451082,0.141932638945928,0.0441244217779864,0.0490306748350421,0.00241985029244941,-0.0101055639402235,0.0136404646690696,0.0366117368364701,0.00446423112091175
"q14",-0.323095728534156,-0.26238084593142,-0.427261503307118,0.0896343524343694,0.109865124459584,-0.197088697828699,-0.247700649325637,-0.0326743594493818,-0.0930275761432765,0.00734038431954516,-0.00753031222738001,-0.365534268808439,-0.148672996260987,0.305384206269112,-0.389139889499463,-0.148837293504582,0.014044465376161,-0.00797564909584712,0.213646716773237,-0.148579877256735,-0.105709239420533,-0.0340207143558628,-0.0103479861497864,0.0445550663779835,-0.0954451513984282
"q15",-0.0479940240485245,-0.519765774108149,0.248734082467856,-0.126724865981142,-0.156980914389784,-0.544445557354709,0.108192720302227,-0.161711658162184,0.133546599342751,0.429670467019203,-0.100859900921908,0.223070440543868,0.0662043429983464,0.0445133568757779,-0.0131250510819848,0.0620360316989074,0.0290084002975571,0.0279204357984534,0.0174249116120011,0.0935964982806969,0.0025794885739941,0.0421809071368897,0.0587933606262219,-0.040674789608172,-0.0184470757784664
"q16",0.050347466763699,-0.189796649990778,0.037337065098402,-0.108298072142612,-0.0503499220806449,0.0760553435017796,0.0771989259213796,0.0335727877355092,0.027653574301344,-0.0364320646247707,-0.0724176322196647,0.0277843289895906,-0.14136864916847,0.0496705649569032,-0.0443638673058465,0.00719831240510361,-0.0027977547990279,0.107579437907118,-0.0376521091559059,-0.118252797892204,0.068452871488629,-0.426433932301845,-0.623476561902181,0.307031480127759,0.451472432393933
"q17",-0.0169757817795233,0.262527077803242,-0.00384890429559046,-0.0744635037606506,-0.328999149047528,-0.0646093802412188,0.172483698915313,-0.0305654164420274,-0.068222729587742,0.0358177595743716,-0.00995567867317031,0.0084260802399577,-0.0583275929468566,0.138186361790738,-0.133979246292585,0.365869509320191,0.0919505911998178,-0.595816385116725,0.127143099476818,0.0751870145297413,-0.318438565127117,-0.306876195764293,-0.00766433500663372,0.0645245230711597,-0.129024638241052
"q18",-0.37341068611168,-0.219032452142422,0.152184745511765,-0.0476999547481031,-0.0567224123214167,0.203700534415212,-0.0537896500193915,0.0130910483097959,-0.124678093503389,-0.0491580908908892,-0.40414670033504,-0.25346632476799,-0.266427819017632,-0.053998330748052,0.506839361492989,0.115806994110028,0.34368371691237,-0.0749077558289021,-0.0627112906944476,-0.0594572034652684,-0.0672272921407974,0.0992390532015889,0.0425641154270504,0.0275200042393905,-0.0387988938226386
"q19",-0.27401402078823,0.12151283238388,-0.055012222849396,-0.0634787811725763,-0.0529226102944274,-0.06879453965957,-0.0578624312510723,0.0160464519473128,-0.4127683218687,0.0498874097475164,-0.263674012433268,0.0593507890621665,0.0315209477274465,0.0602653600107411,-0.0867825133799913,0.120271118202582,-0.39357324837793,-0.0187346088560731,-0.362465669315607,0.239877246002796,0.470216092076913,-0.089815920473977,-0.0873538822169236,0.0210511594617696,-0.194946062813126
"q20",0.160598958189737,-0.0160563660464457,-0.201044041927117,-0.0386934959345923,-0.0786812384682629,-0.0693256883399145,-0.0196524099312027,0.0196329307346705,0.0919925613972736,0.0140247927342656,0.120385472669937,-0.020112881078907,-0.287940718012169,0.316547849365789,0.536726993309519,0.186795784028138,-0.525395990077634,0.10138828658686,0.313411962764129,0.0403299003159578,0.00816080817031214,0.0353836482806292,0.0214821706314034,0.0425017749825115,-0.0294583790854515
